Stim	Social	Punishment	Offer	Choice	Punishment
3	2	2	2	5	0
3	1	1	1	2	0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	2	0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
3	1	1	1	n/a0
3	2	2	2	n/a0
3	1	1	1	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
5	9	9	9	n/a0
4	2	2	2	n/a0
4	1	1	1	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
4	1	1	1	n/a0
4	2	2	2	n/a0
4	1	1	1	n/a0
4	1	1	1	n/a0
4	2	2	2	n/a0
4	1	1	1	n/a0
4	1	1	1	n/a0
4	1	1	1	n/a0
4	1	1	1	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
4	1	1	1	n/a0
4	2	2	2	n/a0
4	2	2	2	n/a0
