TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	4	n/a	0	NaN
2	1	4	Low	1	882.9056
3	1	4	Low	1	499.6593
4	1	4	Low	0	466.3336
5	1	4	Low	1	766.2655
6	1	4	Low	1	566.3109
7	1	4	Low	1	782.9283
8	1	4	Low	0	566.3109
9	1	4	Low	1	416.3449
10	1	4	High	1	799.5912
11	1	4	Low	1	499.6593
12	1	4	Low	0	449.6707
13	1	4	High	1	599.6366
14	1	4	Low	1	582.9738
15	1	4	High	1	383.0192
16	1	4	High	1	449.6707
17	1	4	Low	0	782.9283
18	1	4	Low	0	482.9965
19	1	4	High	1	532.9851
20	1	4	High	1	832.917
21	1	4	Low	1	499.6593
22	1	4	High	0	399.6821
23	1	4	Low	0	383.0192
24	1	4	Low	1	699.6139
25	1	4	High	1	1032.8716
26	1	4	Low	1	516.3222
27	1	4	Low	1	299.7048
28	1	4	High	1	383.0192
29	1	4	Low	0	366.3563
30	1	4	High	1	449.6707
31	1	4	High	1	399.6821
32	1	4	Low	1	266.379
33	1	4	n/a	0	NaN
34	1	4	High	1	433.0078
35	1	4	Low	0	482.9965
36	1	4	High	1	383.0192
37	1	4	Low	1	266.379
38	1	4	Low	0	482.9965
39	1	4	High	0	349.6934
40	1	4	High	1	333.0305
41	2	5	Low	0	1232.8261
42	2	5	High	1	632.9624
43	2	5	High	1	366.3563
44	2	5	High	1	383.0192
45	2	5	High	1	399.6821
46	2	5	High	1	333.0305
47	2	5	High	1	383.0192
48	2	5	High	1	566.3109
49	2	5	High	0	799.5912
50	2	5	Low	1	383.0192
51	2	5	Low	1	416.3449
52	2	5	Low	1	532.9851
53	2	5	High	1	532.9851
54	2	5	High	0	383.0192
55	2	5	Low	0	383.0192
56	2	5	High	1	333.0305
57	2	5	High	1	416.3449
58	2	5	High	1	383.0192
59	2	5	High	1	383.0192
60	2	5	High	1	316.3677
61	2	5	High	0	333.0305
62	2	5	Low	0	366.3563
63	2	5	High	1	366.3563
64	2	5	High	0	632.9624
65	2	5	High	1	499.6593
66	2	5	High	1	266.379
67	2	5	High	1	383.0192
68	2	5	High	0	449.6707
69	2	5	Low	1	449.6707
70	2	5	Low	0	366.3563
71	2	5	Low	0	482.9965
72	2	5	High	0	449.6707
73	2	5	Low	0	399.6821
74	2	5	Low	0	333.0305
75	2	5	High	1	383.0192
76	2	5	High	1	366.3563
77	2	5	High	1	532.9851
78	2	5	High	1	433.0078
79	2	5	High	1	449.6707
80	2	5	High	1	383.0192
81	3	6	Low	0	949.5572
82	3	6	Low	1	399.6821
83	3	6	Low	1	416.3449
84	3	6	Low	0	366.3563
85	3	6	Low	0	383.0192
86	3	6	Low	1	499.6593
87	3	6	Low	1	1116.186
88	3	6	High	1	383.0192
89	3	6	High	1	316.3677
90	3	6	High	1	283.0419
91	3	6	High	1	366.3563
92	3	6	Low	0	433.0078
93	3	6	Low	1	333.0305
94	3	6	Low	0	716.2768
95	3	6	High	1	416.3449
96	3	6	High	1	299.7048
97	3	6	Low	1	516.3222
98	3	6	Low	0	399.6821
99	3	6	High	1	616.2995
100	3	6	Low	0	433.0078
101	3	6	Low	1	383.0192
102	3	6	Low	0	433.0078
103	3	6	Low	0	482.9965
104	3	6	Low	0	316.3677
105	3	6	High	1	399.6821
106	3	6	High	1	366.3563
107	3	6	High	1	366.3563
108	3	6	High	1	466.3336
109	3	6	Low	0	449.6707
110	3	6	Low	1	349.6934
111	3	6	Low	1	549.648
112	3	6	Low	1	482.9965
113	3	6	Low	0	283.0419
114	3	6	High	0	249.7161
115	3	6	High	1	333.0305
116	3	6	Low	1	599.6366
117	3	6	Low	0	699.6139
118	3	6	High	1	582.9738
119	3	6	Low	1	383.0192
120	3	6	High	0	299.7048
121	4	7	High	1	599.6366
122	4	7	Low	0	433.0078
123	4	7	High	0	399.6821
124	4	7	Low	0	366.3563
125	4	7	Low	1	283.0419
126	4	7	Low	1	349.6934
127	4	7	Low	0	416.3449
128	4	7	High	0	632.9624
129	4	7	Low	1	349.6934
130	4	7	Low	0	299.7048
131	4	7	High	1	566.3109
132	4	7	High	1	383.0192
133	4	7	High	1	366.3563
134	4	7	High	1	383.0192
135	4	7	High	1	416.3449
136	4	7	Low	0	333.0305
137	4	7	Low	1	366.3563
138	4	7	Low	1	416.3449
139	4	7	Low	0	349.6934
140	4	7	High	1	299.7048
141	4	7	High	0	549.648
142	4	7	Low	0	566.3109
143	4	7	High	0	416.3449
144	4	7	High	0	366.3563
145	4	7	Low	1	399.6821
146	4	7	Low	1	399.6821
147	4	7	Low	1	349.6934
148	4	7	Low	1	416.3449
149	4	7	Low	0	333.0305
150	4	7	High	1	366.3563
151	4	7	High	1	499.6593
152	4	7	Low	0	366.3563
153	4	7	Low	0	299.7048
154	4	7	High	1	399.6821
155	4	7	Low	0	516.3222
156	4	7	Low	0	516.3222
157	4	7	Low	0	466.3336
158	4	7	High	1	433.0078
159	4	7	Low	0	283.0419
160	4	7	High	1	299.7048
161	5	8	n/a	0	NaN
162	5	8	High	1	499.3542
163	5	8	High	0	416.0567
164	5	8	High	1	366.0783
165	5	8	High	0	299.4403
166	5	8	Low	0	216.1429
167	5	8	High	1	316.0998
168	5	8	Low	1	466.0352
169	5	8	Low	0	316.0998
170	5	8	High	1	316.0998
171	5	8	High	0	516.0137
172	5	8	Low	0	632.6301
173	5	8	High	1	466.0352
174	5	8	High	1	366.0783
175	5	8	High	1	466.0352
176	5	8	High	1	432.7162
177	5	8	High	1	366.0783
178	5	8	High	1	416.0567
179	5	8	High	1	366.0783
180	5	8	High	1	349.4188
181	5	8	High	1	332.7593
182	5	8	High	0	316.0998
183	5	8	Low	1	399.3973
184	5	8	Low	0	366.0783
185	5	8	Low	1	382.7378
186	5	8	Low	0	349.4188
187	5	8	Low	0	316.0998
188	5	8	High	0	349.4188
189	5	8	High	1	249.4618
190	5	8	High	1	266.1213
191	5	8	High	1	399.3973
192	5	8	High	0	432.7162
193	5	8	Low	0	299.4403
194	5	8	High	1	166.1644
195	5	8	High	1	399.3973
196	5	8	Low	0	366.0783
197	5	8	High	1	316.0998
198	5	8	High	1	399.3973
199	5	8	High	1	349.4188
200	5	8	High	1	266.1213
201	6	1	High	1	865.863
202	6	1	High	1	432.7162
203	6	1	High	0	466.0352
204	6	1	Low	1	349.4188
205	6	1	Low	0	266.1213
206	6	1	High	1	282.7808
207	6	1	High	1	299.4403
208	6	1	High	0	332.7593
209	6	1	Low	1	232.8023
210	6	1	High	1	382.7378
211	6	1	High	0	282.7808
212	6	1	High	0	299.4403
213	6	1	High	1	299.4403
214	6	1	Low	0	332.7593
215	6	1	High	0	499.3542
216	6	1	High	1	316.0998
217	6	1	High	1	282.7808
218	6	1	High	0	332.7593
219	6	1	Low	1	266.1213
220	6	1	Low	1	499.3542
221	6	1	High	1	416.0567
222	6	1	High	1	366.0783
223	6	1	High	1	316.0998
224	6	1	High	1	366.0783
225	6	1	High	1	449.3757
226	6	1	High	1	582.6517
227	6	1	High	1	499.3542
228	6	1	High	1	366.0783
229	6	1	High	1	366.0783
230	6	1	High	1	382.7378
231	6	1	High	1	582.6517
232	6	1	High	1	532.6732
233	6	1	High	1	399.3973
234	6	1	High	1	399.3973
235	6	1	High	1	432.7162
236	6	1	High	1	366.0783
237	6	1	High	0	482.6947
238	6	1	High	1	432.7162
239	6	1	High	0	416.0567
240	6	1	Low	1	382.7378
241	7	2	High	1	649.2896
242	7	2	High	0	349.4188
243	7	2	Low	1	299.4403
244	7	2	Low	1	332.7593
245	7	2	High	0	316.0998
246	7	2	Low	0	449.3757
247	7	2	High	1	349.4188
248	7	2	High	1	332.7593
249	7	2	Low	0	382.7378
250	7	2	Low	0	482.6947
251	7	2	High	1	449.3757
252	7	2	High	1	382.7378
253	7	2	High	1	399.3973
254	7	2	High	1	449.3757
255	7	2	High	1	349.4188
256	7	2	High	1	282.7808
257	7	2	High	0	332.7593
258	7	2	Low	1	399.3973
259	7	2	Low	0	416.0567
260	7	2	High	1	316.0998
261	7	2	High	1	499.3542
262	7	2	High	0	449.3757
263	7	2	High	0	416.0567
264	7	2	Low	0	299.4403
265	7	2	Low	0	382.7378
266	7	2	High	0	332.7593
267	7	2	High	0	482.6947
268	7	2	High	1	366.0783
269	7	2	Low	1	282.7808
270	7	2	High	0	316.0998
271	7	2	Low	0	399.3973
272	7	2	High	0	432.7162
273	7	2	Low	1	182.8239
274	7	2	High	1	282.7808
275	7	2	High	1	416.0567
276	7	2	High	1	382.7378
277	7	2	High	1	416.0567
278	7	2	High	1	332.7593
279	7	2	High	1	366.0783
280	7	2	High	1	399.3973
281	8	3	High	0	815.8845
282	8	3	Low	1	316.0998
283	8	3	High	1	349.4188
284	8	3	High	1	399.3973
285	8	3	High	1	332.7593
286	8	3	High	1	332.7593
287	8	3	Low	0	316.0998
288	8	3	Low	1	299.4403
289	8	3	High	1	449.3757
290	8	3	High	1	316.0998
291	8	3	High	1	399.3973
292	8	3	High	1	382.7378
293	8	3	High	1	399.3973
294	8	3	High	1	366.0783
295	8	3	High	1	299.4403
296	8	3	High	0	299.4403
297	8	3	Low	0	282.7808
298	8	3	Low	1	316.0998
299	8	3	Low	1	399.3973
300	8	3	Low	1	332.7593
301	8	3	High	1	482.6947
302	8	3	High	0	399.3973
303	8	3	High	1	316.0998
304	8	3	High	1	332.7593
305	8	3	High	0	249.4618
306	8	3	High	1	249.4618
307	8	3	High	1	266.1213
308	8	3	High	0	416.0567
309	8	3	Low	0	216.1429
310	8	3	Low	0	249.4618
311	8	3	Low	0	349.4188
312	8	3	High	0	382.7378
313	8	3	High	1	516.0137
314	8	3	High	1	299.4403
315	8	3	High	0	449.3757
316	8	3	High	1	432.7162
317	8	3	High	1	299.4403
318	8	3	Low	0	182.8239
319	8	3	High	0	299.4403
320	8	3	High	1	249.4618
TrialNumber	BlockNumber	StimulationCondition	Choice	Payout	PlayerReactionTime
1	1	4	n/a	0	NaN
2	1	4	High	1	1282.4687
3	1	4	High	1	532.7527
4	1	4	High	1	566.0734
5	1	4	High	1	499.432
6	1	4	High	1	516.0924
7	1	4	High	0	499.432
8	1	4	Low	1	449.451
9	1	4	Low	0	382.8095
10	1	4	High	1	366.1492
11	1	4	High	1	432.7906
12	1	4	High	1	399.4699
13	1	4	Low	1	366.1492
14	1	4	High	0	382.8095
15	1	4	High	0	432.7906
16	1	4	Low	1	282.8474
17	1	4	Low	0	349.4888
18	1	4	High	1	249.5267
19	1	4	High	1	382.8095
20	1	4	High	0	499.432
21	1	4	Low	0	482.7717
22	1	4	High	1	282.8474
23	1	4	Low	0	149.5646
24	1	4	Low	0	216.206
25	1	4	High	1	232.8663
26	1	4	Low	1	266.187
27	1	4	High	1	249.5267
28	1	4	Low	1	299.5078
29	1	4	Low	0	282.8474
30	1	4	High	1	466.1113
31	1	4	Low	0	282.8474
32	1	4	High	0	166.2249
33	1	4	Low	0	232.8663
34	1	4	High	1	282.8474
35	1	4	High	1	449.451
36	1	4	High	0	749.3374
37	1	4	High	1	482.7717
38	1	4	High	0	532.7527
39	1	4	High	0	249.5267
40	1	4	High	0	282.8474
41	2	5	Low	0	382.8095
42	2	5	High	1	366.1492
43	2	5	High	1	382.8095
44	2	5	Low	1	382.8095
45	2	5	Low	1	599.3942
46	2	5	n/a	0	NaN
47	2	5	Low	0	716.0166
48	2	5	High	1	416.1302
49	2	5	High	1	82.9231
50	2	5	Low	0	566.0734
51	2	5	Low	0	516.0924
52	2	5	Low	0	399.4699
53	2	5	Low	0	266.187
54	2	5	High	1	249.5267
55	2	5	High	1	965.922
56	2	5	Low	1	865.9599
57	2	5	Low	1	566.0734
58	2	5	Low	1	682.6959
59	2	5	Low	0	599.3942
60	2	5	Low	1	1099.2048
61	2	5	High	1	999.2427
62	2	5	High	1	549.4131
63	2	5	Low	1	815.9788
64	2	5	High	0	632.7149
65	2	5	High	1	815.9788
66	2	5	High	1	566.0734
67	2	5	High	1	549.4131
68	2	5	High	1	582.7338
69	2	5	High	0	549.4131
70	2	5	High	0	466.1113
71	2	5	Low	0	932.6013
72	2	5	Low	1	316.1681
73	2	5	High	0	1182.5066
74	2	5	Low	0	466.1113
75	2	5	High	1	566.0734
76	2	5	High	0	549.4131
77	2	5	Low	0	282.8474
78	2	5	High	1	366.1492
79	2	5	High	1	466.1113
80	2	5	High	1	449.451
81	3	6	Low	1	882.6202
82	3	6	Low	0	582.7338
83	3	6	High	1	332.8285
84	3	6	Low	1	582.7338
85	3	6	High	1	466.1113
